0.001204, 1.00000000e+00, 1.00000000e+00, 0.00000000e+00, 1.67548000e+00,  2.14243000e+00, 2.32921000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.76887000e+00, 1.48870000e+00, 1.76887000e+00,  1.49378603e+00, 1.50016314e+00, 1.96624888e+00, 1.98936495e+00,  7.53600000e-03,-2.10182000e-01, 5.57098000e-01, 2.07000000e-03,  2.16200000e-03, 1.15000000e-04,-9.99996000e-01, 5.06800000e-03, -2.07713000e-01, 3.80356000e-01,-3.15000000e-04,-2.08180000e-02,  2.03000000e-03,-9.99781000e-01,-4.09200000e-03,-2.06767000e-01,  2.35468000e-01, 4.82000000e-03, 4.66010000e-02, 5.24900000e-03,  9.98888000e-01
0.012497, 1.00000000e+00, 1.00000000e+00, 0.00000000e+00, 1.67548000e+00,  2.14243000e+00, 2.32921000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.76887000e+00, 1.48870000e+00, 1.76887000e+00,  1.49660667e+00, 1.50235244e+00, 1.97057616e+00, 1.99018330e+00,  7.53600000e-03,-2.10182000e-01, 5.57098000e-01, 2.07000000e-03,  2.16200000e-03, 1.15000000e-04,-9.99996000e-01, 5.06800000e-03, -2.07713000e-01, 3.80356000e-01,-3.15000000e-04,-2.08180000e-02,  2.03000000e-03,-9.99781000e-01,-4.09200000e-03,-2.06767000e-01,  2.35468000e-01, 4.82000000e-03, 4.66010000e-02, 5.24900000e-03,  9.98888000e-01
0.039765, 1.00000000e+00, 1.00000000e+00, 0.00000000e+00, 1.67548000e+00,  2.14243000e+00, 2.70277000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.58209000e+00, 1.48870000e+00, 1.76887000e+00,  1.49639538e+00, 1.50160873e+00, 1.97353243e+00, 1.98702273e+00,  7.53100000e-03,-2.10179000e-01, 5.57099000e-01, 2.31400000e-03,  2.39000000e-03, 1.25000000e-04,-9.99995000e-01, 5.06900000e-03, -2.07712000e-01, 3.80362000e-01,-2.79000000e-04,-2.08110000e-02,  2.03300000e-03,-9.99781000e-01,-4.08900000e-03,-2.06768000e-01,  2.35469000e-01, 4.81600000e-03, 4.66050000e-02, 5.26000000e-03,  9.98888000e-01
0.045467, 1.00000000e+00, 1.00000000e+00, 0.00000000e+00, 1.67548000e+00,  2.14243000e+00, 2.70277000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.58209000e+00, 1.48870000e+00, 1.76887000e+00,  1.49639538e+00, 1.50160873e+00, 1.97353243e+00, 1.98702273e+00,  7.52800000e-03,-2.10176000e-01, 5.57099000e-01, 2.42700000e-03,  2.50100000e-03, 1.24000000e-04,-9.99994000e-01, 5.06800000e-03, -2.07714000e-01, 3.80357000e-01,-3.19000000e-04,-2.08180000e-02,  2.03200000e-03,-9.99781000e-01,-4.09000000e-03,-2.06769000e-01,  2.35469000e-01, 4.82200000e-03, 4.66130000e-02, 5.25000000e-03,  9.98888000e-01
0.066919, 2.00000000e+00, 2.00000000e+00, 2.00000000e+00, 1.67548000e+00,  2.23582000e+00, 2.70277000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.58209000e+00, 1.48870000e+00, 1.76887000e+00,  1.49639538e+00, 1.50160873e+00, 1.97353243e+00, 1.98702273e+00,  7.52800000e-03,-2.10176000e-01, 5.57099000e-01, 2.42700000e-03,  2.50100000e-03, 1.24000000e-04,-9.99994000e-01, 5.06800000e-03, -2.07714000e-01, 3.80357000e-01,-3.19000000e-04,-2.08180000e-02,  2.03200000e-03,-9.99781000e-01,-4.09000000e-03,-2.06769000e-01,  2.35469000e-01, 4.82200000e-03, 4.66130000e-02, 5.25000000e-03,  9.98888000e-01
0.082896, 2.00000000e+00, 2.00000000e+00, 2.00000000e+00, 1.67548000e+00,  2.23582000e+00, 2.70277000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.58209000e+00, 1.48870000e+00, 1.76887000e+00,  1.49639538e+00, 1.50160873e+00, 1.97353243e+00, 1.98702273e+00,  7.52800000e-03,-2.10176000e-01, 5.57099000e-01, 2.42700000e-03,  2.50100000e-03, 1.24000000e-04,-9.99994000e-01, 5.06800000e-03, -2.07714000e-01, 3.80357000e-01,-3.19000000e-04,-2.08180000e-02,  2.03200000e-03,-9.99781000e-01,-4.09000000e-03,-2.06769000e-01,  2.35469000e-01, 4.82200000e-03, 4.66130000e-02, 5.25000000e-03,  9.98888000e-01
0.105499, 1.00000000e+00, 1.00000000e+00, 0.00000000e+00, 1.67548000e+00,  2.23582000e+00, 2.70277000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.58209000e+00, 1.39531000e+00, 1.86226000e+00,  1.49639538e+00, 1.50160873e+00, 1.97353243e+00, 1.98702273e+00,  7.52800000e-03,-2.10176000e-01, 5.57099000e-01, 2.42700000e-03,  2.50100000e-03, 1.24000000e-04,-9.99994000e-01, 5.06800000e-03, -2.07714000e-01, 3.80357000e-01,-3.19000000e-04,-2.08180000e-02,  2.03200000e-03,-9.99781000e-01,-4.09000000e-03,-2.06769000e-01,  2.35469000e-01, 4.82200000e-03, 4.66130000e-02, 5.25000000e-03,  9.98888000e-01
0.111613, 1.00000000e+00, 1.00000000e+00, 0.00000000e+00, 1.67548000e+00,  2.23582000e+00, 2.70277000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.58209000e+00, 1.39531000e+00, 1.86226000e+00,  1.48802460e+00, 1.50360908e+00, 1.97385952e+00, 1.98091458e+00,  7.52800000e-03,-2.10176000e-01, 5.57099000e-01, 2.42700000e-03,  2.50100000e-03, 1.24000000e-04,-9.99994000e-01, 5.06800000e-03, -2.07714000e-01, 3.80357000e-01,-3.19000000e-04,-2.08180000e-02,  2.03200000e-03,-9.99781000e-01,-4.09000000e-03,-2.06769000e-01,  2.35469000e-01, 4.82200000e-03, 4.66130000e-02, 5.25000000e-03,  9.98888000e-01
0.117528, 1.00000000e+00, 1.00000000e+00, 0.00000000e+00, 1.67548000e+00,  2.23582000e+00, 2.70277000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.58209000e+00, 1.39531000e+00, 1.86226000e+00,  1.48802460e+00, 1.50360908e+00, 1.97385952e+00, 1.98091458e+00,  7.52800000e-03,-2.10176000e-01, 5.57099000e-01, 2.42700000e-03,  2.50100000e-03, 1.24000000e-04,-9.99994000e-01, 5.06800000e-03, -2.07714000e-01, 3.80357000e-01,-3.19000000e-04,-2.08180000e-02,  2.03200000e-03,-9.99781000e-01,-4.09000000e-03,-2.06769000e-01,  2.35469000e-01, 4.82200000e-03, 4.66130000e-02, 5.25000000e-03,  9.98888000e-01
0.11856, 1.00000000e+00, 1.00000000e+00, 0.00000000e+00, 1.67548000e+00,  2.23582000e+00, 2.70277000e+00, 1.00000000e+00, 1.00000000e+00,  0.00000000e+00, 1.58209000e+00, 1.39531000e+00, 1.86226000e+00,  1.48802460e+00, 1.50360908e+00, 1.97385952e+00, 1.98091458e+00,  7.52800000e-03,-2.10176000e-01, 5.57099000e-01, 2.42700000e-03,  2.50100000e-03, 1.24000000e-04,-9.99994000e-01, 5.06800000e-03, -2.07714000e-01, 3.80357000e-01,-3.19000000e-04,-2.08180000e-02,  2.03200000e-03,-9.99781000e-01,-4.09000000e-03,-2.06769000e-01,  2.35469000e-01, 4.82200000e-03, 4.66130000e-02, 5.25000000e-03,  9.98888000e-01
