0.005962, 1.50000000e+01, 1.50000000e+01, 2.00000000e+00,-5.54000000e-03,  8.78500000e-02, 2.88955000e+00, 1.50000000e+01, 1.50000000e+01,  0.00000000e+00,-5.54000000e-03,-7.52660000e-01, 5.54800000e-01,  1.46944886e+00, 1.50506293e+00, 1.83225378e+00, 1.84540206e+00,  8.11900000e-03,-2.11389000e-01, 5.60049000e-01, 3.98000000e-04,  5.84000000e-04, 1.49000000e-04,-1.00000000e+00, 8.91400000e-03, -2.08049000e-01, 3.99279000e-01, 1.10620000e-02, 1.81850000e-02,  2.13500000e-03,-9.99771000e-01, 1.04260000e-02,-2.06773000e-01,  2.60648000e-01, 3.59670000e-02,-3.25360000e-02, 9.98779000e-01, -9.39900000e-03, 2.55159778e-02,-4.98821263e-04, 8.19696376e-03, -6.45595442e-04, 1.74303486e-07, 1.50000000e-02, 1.74303486e-07,  1.50000000e-02, 3.49065850e-01, 0.00000000e+00, 3.49065850e-01,  0.00000000e+00, 2.98111993e-02,-6.70296963e-04, 1.11308807e-02, -8.67700748e-04
0.017709, 0.00000000e+00, 0.00000000e+00, 2.00000000e+00,-9.89300000e-02,  8.78500000e-02, 2.70277000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00,-5.54000000e-03,-8.46050000e-01, 5.54800000e-01,  1.46944886e+00, 1.50506293e+00, 1.83225378e+00, 1.84540206e+00,  8.11900000e-03,-2.11389000e-01, 5.60049000e-01, 3.98000000e-04,  5.84000000e-04, 1.49000000e-04,-1.00000000e+00, 8.91400000e-03, -2.08049000e-01, 3.99279000e-01, 1.10620000e-02, 1.81850000e-02,  2.13500000e-03,-9.99771000e-01, 1.04260000e-02,-2.06773000e-01,  2.60648000e-01, 3.59670000e-02,-3.25360000e-02, 9.98779000e-01, -9.39900000e-03, 2.55159778e-02,-4.98821263e-04, 8.19696376e-03, -6.45595442e-04, 1.74303486e-07, 1.50000000e-02, 1.74303486e-07,  1.50000000e-02, 3.49065850e-01, 0.00000000e+00, 3.49065850e-01,  0.00000000e+00, 2.98111993e-02,-6.70296963e-04, 1.11308807e-02, -8.67700748e-04
0.028344, 1.50000000e+01, 1.50000000e+01, 2.00000000e+00,-9.89300000e-02,  8.78500000e-02, 2.70277000e+00, 1.50000000e+01, 1.50000000e+01,  0.00000000e+00,-5.54000000e-03,-8.46050000e-01, 5.54800000e-01,  1.46944886e+00, 1.50506293e+00, 1.83225378e+00, 1.84540206e+00,  8.11900000e-03,-2.11389000e-01, 5.60049000e-01, 3.98000000e-04,  5.84000000e-04, 1.49000000e-04,-1.00000000e+00, 8.91400000e-03, -2.08049000e-01, 3.99279000e-01, 1.10620000e-02, 1.81850000e-02,  2.13500000e-03,-9.99771000e-01, 1.04260000e-02,-2.06773000e-01,  2.60648000e-01, 3.59670000e-02,-3.25360000e-02, 9.98779000e-01, -9.39900000e-03, 2.55159778e-02,-4.98821263e-04, 8.19696376e-03, -6.45595442e-04, 1.71055527e-03, 1.50000000e-02, 1.71055527e-03,  1.50000000e-02, 3.49061659e-01, 0.00000000e+00, 3.49061659e-01,  0.00000000e+00, 2.98111993e-02,-6.70296963e-04, 1.11308807e-02, -8.67700748e-04
0.051302, 0.00000000e+00, 0.00000000e+00, 2.00000000e+00,-5.54000000e-03,  1.81240000e-01, 2.88955000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00,-5.54000000e-03,-7.52660000e-01, 5.54800000e-01,  1.46879356e+00, 1.50434830e+00, 1.83097055e+00, 1.84208927e+00,  8.11700000e-03,-2.11390000e-01, 5.60049000e-01, 4.04000000e-04,  5.89000000e-04, 1.47000000e-04,-1.00000000e+00, 8.86000000e-03, -2.08013000e-01, 3.99413000e-01, 1.12700000e-02, 1.70960000e-02,  2.44200000e-03,-9.99787000e-01, 1.04310000e-02,-2.06776000e-01,  2.60649000e-01, 3.59800000e-02,-3.25410000e-02, 9.98779000e-01, -9.38100000e-03, 2.57919011e-02,-6.35814210e-04,-1.51880436e-03, -9.68203328e-04, 1.71055527e-03, 1.50000000e-02, 1.71055527e-03,  1.50000000e-02, 3.49061659e-01, 0.00000000e+00, 3.49061659e-01,  0.00000000e+00, 2.60793484e-02,-2.09177602e-02,-7.13922506e-03, -2.14064058e-02
0.056614, 1.50000000e+01, 1.50000000e+01, 2.00000000e+00,-5.54000000e-03,  1.81240000e-01, 2.88955000e+00, 1.50000000e+01, 1.50000000e+01,  0.00000000e+00,-5.54000000e-03,-7.52660000e-01, 5.54800000e-01,  1.46721258e+00, 1.50135800e+00, 1.82987516e+00, 1.84332822e+00,  8.11700000e-03,-2.11390000e-01, 5.60049000e-01, 4.04000000e-04,  5.89000000e-04, 1.47000000e-04,-1.00000000e+00, 8.86000000e-03, -2.08013000e-01, 3.99413000e-01, 1.12700000e-02, 1.70960000e-02,  2.44200000e-03,-9.99787000e-01, 1.04310000e-02,-2.06776000e-01,  2.60649000e-01, 3.59800000e-02,-3.25410000e-02, 9.98779000e-01, -9.38100000e-03, 3.23468627e-02,-1.09294183e-03, 2.78363976e-03, -4.96720526e-04, 4.14893533e-03, 1.50000000e-02, 4.14893533e-03,  1.50000000e-02, 3.49041193e-01, 0.00000000e+00, 3.49041193e-01,  0.00000000e+00, 3.13624872e-02,-1.78157515e-02,-2.01899337e-03, -1.70939362e-02
0.068043, 1.50000000e+01, 1.50000000e+01, 2.00000000e+00,-5.54000000e-03,  1.81240000e-01, 2.88955000e+00, 1.50000000e+01, 1.50000000e+01,  0.00000000e+00,-5.54000000e-03,-7.52660000e-01, 5.54800000e-01,  1.46721258e+00, 1.50135800e+00, 1.82987516e+00, 1.84332822e+00,  8.11700000e-03,-2.11390000e-01, 5.60049000e-01, 4.04000000e-04,  5.89000000e-04, 1.47000000e-04,-1.00000000e+00, 8.86000000e-03, -2.08013000e-01, 3.99413000e-01, 1.12700000e-02, 1.70960000e-02,  2.44200000e-03,-9.99787000e-01, 1.04310000e-02,-2.06776000e-01,  2.60649000e-01, 3.59800000e-02,-3.25410000e-02, 9.98779000e-01, -9.38100000e-03, 3.23468627e-02,-1.09294183e-03, 2.78363976e-03, -4.96720526e-04, 4.14893533e-03, 1.50000000e-02, 4.14893533e-03,  1.50000000e-02, 3.49041193e-01, 0.00000000e+00, 3.49041193e-01,  0.00000000e+00, 3.13624872e-02,-1.78157515e-02,-2.01899337e-03, -1.70939362e-02
0.073498, 1.50000000e+01, 1.50000000e+01, 2.00000000e+00,-1.92320000e-01, -9.89300000e-02, 2.60938000e+00, 1.50000000e+01, 1.50000000e+01,  0.00000000e+00,-5.54000000e-03,-7.52660000e-01, 5.54800000e-01,  1.46721258e+00, 1.50135800e+00, 1.82987516e+00, 1.84332822e+00,  8.11700000e-03,-2.11389000e-01, 5.60049000e-01, 3.97000000e-04,  5.87000000e-04, 1.47000000e-04,-1.00000000e+00, 8.91400000e-03, -2.08052000e-01, 3.99278000e-01, 1.10670000e-02, 1.81880000e-02,  2.13700000e-03,-9.99771000e-01, 1.04320000e-02,-2.06777000e-01,  2.60648000e-01, 3.59850000e-02,-3.25300000e-02, 9.98779000e-01, -9.40500000e-03, 3.23468627e-02,-1.09294183e-03, 2.78363976e-03, -4.96720526e-04, 5.38262691e-03, 1.50000000e-02, 5.38262691e-03,  1.50000000e-02, 3.49024348e-01, 0.00000000e+00, 3.49024348e-01,  0.00000000e+00, 3.13624872e-02,-1.78157515e-02,-2.01899337e-03, -1.70939362e-02
0.084828, 1.50000000e+01, 1.50000000e+01, 2.00000000e+00,-1.92320000e-01, -9.89300000e-02, 2.60938000e+00, 1.50000000e+01, 1.50000000e+01,  0.00000000e+00, 8.78500000e-02,-5.65880000e-01, 4.61410000e-01,  1.46721258e+00, 1.50135800e+00, 1.82987516e+00, 1.84332822e+00,  8.11700000e-03,-2.11389000e-01, 5.60049000e-01, 3.97000000e-04,  5.87000000e-04, 1.47000000e-04,-1.00000000e+00, 8.91400000e-03, -2.08052000e-01, 3.99278000e-01, 1.10670000e-02, 1.81880000e-02,  2.13700000e-03,-9.99771000e-01, 1.04320000e-02,-2.06777000e-01,  2.60648000e-01, 3.59850000e-02,-3.25300000e-02, 9.98779000e-01, -9.40500000e-03, 3.23468627e-02,-1.09294183e-03, 2.78363976e-03, -4.96720526e-04, 5.38262691e-03, 1.50000000e-02, 5.38262691e-03,  1.50000000e-02, 3.49024348e-01, 0.00000000e+00, 3.49024348e-01,  0.00000000e+00, 3.13624872e-02,-1.78157515e-02,-2.01899337e-03, -1.70939362e-02
0.095356, 1.50000000e+01, 1.50000000e+01, 2.00000000e+00,-1.92320000e-01, -9.89300000e-02, 2.60938000e+00, 1.50000000e+01, 1.50000000e+01,  0.00000000e+00, 8.78500000e-02,-5.65880000e-01, 4.61410000e-01,  1.46721258e+00, 1.50135800e+00, 1.82987516e+00, 1.84332822e+00,  8.11700000e-03,-2.11389000e-01, 5.60049000e-01, 3.97000000e-04,  5.87000000e-04, 1.47000000e-04,-1.00000000e+00, 8.91400000e-03, -2.08052000e-01, 3.99278000e-01, 1.10670000e-02, 1.81880000e-02,  2.13700000e-03,-9.99771000e-01, 1.04320000e-02,-2.06777000e-01,  2.60648000e-01, 3.59850000e-02,-3.25300000e-02, 9.98779000e-01, -9.40500000e-03, 3.23468627e-02,-1.09294183e-03, 2.78363976e-03, -4.96720526e-04, 6.24828937e-03, 1.50000000e-02, 6.24828937e-03,  1.50000000e-02, 3.49009924e-01, 0.00000000e+00, 3.49009924e-01,  0.00000000e+00, 3.13624872e-02,-1.78157515e-02,-2.01899337e-03, -1.70939362e-02
0.100681, 1.50000000e+01, 1.50000000e+01, 2.00000000e+00,-1.92320000e-01, -9.89300000e-02, 2.60938000e+00, 1.50000000e+01, 1.50000000e+01,  0.00000000e+00, 8.78500000e-02,-5.65880000e-01, 4.61410000e-01,  1.46721258e+00, 1.50135800e+00, 1.82987516e+00, 1.84332822e+00,  8.11700000e-03,-2.11389000e-01, 5.60049000e-01, 3.97000000e-04,  5.87000000e-04, 1.47000000e-04,-1.00000000e+00, 8.91400000e-03, -2.08052000e-01, 3.99278000e-01, 1.10670000e-02, 1.81880000e-02,  2.13700000e-03,-9.99771000e-01, 1.04320000e-02,-2.06777000e-01,  2.60648000e-01, 3.59850000e-02,-3.25300000e-02, 9.98779000e-01, -9.40500000e-03, 3.23468627e-02,-1.09294183e-03, 2.78363976e-03, -4.96720526e-04, 6.24828937e-03, 1.50000000e-02, 6.24828937e-03,  1.50000000e-02, 3.49009924e-01, 0.00000000e+00, 3.49009924e-01,  0.00000000e+00, 3.13624872e-02,-1.78157515e-02,-2.01899337e-03, -1.70939362e-02
