0.005328, 1.00656677e+00, 0.00000000e+00, 2.00000000e+00,-7.52660000e-01, -3.79100000e-01, 2.70277000e+00, 8.31219963e+00, 0.00000000e+00,  0.00000000e+00,-4.72490000e-01,-1.49978000e+00,-2.85710000e-01,  1.41107884e+00, 1.48318809e+00, 1.80823775e+00, 1.74084263e+00,  8.13600000e-03,-2.11554000e-01, 5.59950000e-01, 3.07000000e-04,  4.92000000e-04, 1.69000000e-04,-1.00000000e+00, 1.44130000e-02, -2.06933000e-01, 4.05859000e-01,-1.58200000e-03, 7.44690000e-02,  8.27000000e-04,-9.97222000e-01, 4.53770000e-02,-2.06644000e-01,  2.77597000e-01,-3.78900000e-03, 1.55005000e-01,-2.36300000e-03, -9.87904000e-01,-1.44229068e-01,-8.52330761e-03, 3.40907543e-01, -1.40019619e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.0108, 1.00656677e+00, 0.00000000e+00, 2.00000000e+00,-7.52660000e-01, -3.79100000e-01, 2.70277000e+00, 8.31219963e+00, 0.00000000e+00,  0.00000000e+00,-4.72490000e-01,-1.49978000e+00,-2.85710000e-01,  1.41107884e+00, 1.48318809e+00, 1.80823775e+00, 1.74084263e+00,  8.13600000e-03,-2.11554000e-01, 5.59950000e-01, 3.07000000e-04,  4.92000000e-04, 1.69000000e-04,-1.00000000e+00, 1.44130000e-02, -2.06933000e-01, 4.05859000e-01,-1.58200000e-03, 7.44690000e-02,  8.27000000e-04,-9.97222000e-01, 4.53770000e-02,-2.06644000e-01,  2.77597000e-01,-3.78900000e-03, 1.55005000e-01,-2.36300000e-03, -9.87904000e-01,-1.44229068e-01,-8.52330761e-03, 3.40907543e-01, -1.40019619e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.016454, 1.00589242e+00, 0.00000000e+00, 2.00000000e+00,-7.52660000e-01, -3.79100000e-01, 2.70277000e+00, 8.31030838e+00, 0.00000000e+00,  0.00000000e+00,-4.72490000e-01,-1.49978000e+00,-2.85710000e-01,  1.41107884e+00, 1.48318809e+00, 1.80823775e+00, 1.74084263e+00,  8.13600000e-03,-2.11554000e-01, 5.59950000e-01, 3.07000000e-04,  4.92000000e-04, 1.69000000e-04,-1.00000000e+00, 1.44130000e-02, -2.06933000e-01, 4.05859000e-01,-1.58200000e-03, 7.44690000e-02,  8.27000000e-04,-9.97222000e-01, 4.53770000e-02,-2.06644000e-01,  2.77597000e-01,-3.78900000e-03, 1.55005000e-01,-2.36300000e-03, -9.87904000e-01,-1.44229068e-01,-8.52330761e-03, 3.40907543e-01, -1.40019619e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.027642, 1.00589242e+00, 0.00000000e+00, 2.00000000e+00,-7.52660000e-01, -3.79100000e-01, 2.70277000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00,-3.79100000e-01,-1.40639000e+00,-2.85710000e-01,  1.41104658e+00, 1.48473804e+00, 1.80853426e+00, 1.74280033e+00,  8.13600000e-03,-2.11554000e-01, 5.59950000e-01, 3.07000000e-04,  4.92000000e-04, 1.69000000e-04,-1.00000000e+00, 1.44130000e-02, -2.06933000e-01, 4.05859000e-01,-1.58200000e-03, 7.44690000e-02,  8.27000000e-04,-9.97222000e-01, 4.53770000e-02,-2.06644000e-01,  2.77597000e-01,-3.78900000e-03, 1.55005000e-01,-2.36300000e-03, -9.87904000e-01,-1.44229068e-01,-8.52330761e-03, 3.40907543e-01, -1.40019619e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.064667, 9.68364967e-01, 0.00000000e+00, 2.00000000e+00,-7.52660000e-01, -3.79100000e-01, 2.70277000e+00, 8.21745144e+00, 0.00000000e+00,  0.00000000e+00,-3.79100000e-01,-1.40639000e+00,-2.85710000e-01,  1.41104658e+00, 1.48473804e+00, 1.80853426e+00, 1.74280033e+00,  8.13100000e-03,-2.11556000e-01, 5.59949000e-01, 4.06000000e-04,  5.82000000e-04, 1.72000000e-04,-1.00000000e+00, 1.44080000e-02, -2.06931000e-01, 4.05861000e-01,-1.58500000e-03, 7.44620000e-02,  8.28000000e-04,-9.97222000e-01, 4.53710000e-02,-2.06642000e-01,  2.77597000e-01,-3.79200000e-03, 1.54998000e-01,-2.36500000e-03, -9.87905000e-01,-1.51588181e-01,-8.37153836e-03, 3.33181088e-01, -1.37765415e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.075524, 0.00000000e+00, 0.00000000e+00, 2.00000000e+00,-9.89300000e-02, -2.85710000e-01, 2.70277000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00,-3.79100000e-01,-1.40639000e+00,-3.79100000e-01,  1.41011805e+00, 1.48456600e+00, 1.81215283e+00, 1.73904287e+00,  8.13100000e-03,-2.11556000e-01, 5.59949000e-01, 4.06000000e-04,  5.82000000e-04, 1.72000000e-04,-1.00000000e+00, 1.44080000e-02, -2.06931000e-01, 4.05861000e-01,-1.58500000e-03, 7.44620000e-02,  8.28000000e-04,-9.97222000e-01, 4.53710000e-02,-2.06642000e-01,  2.77597000e-01,-3.79200000e-03, 1.54998000e-01,-2.36500000e-03, -9.87905000e-01,-1.51588181e-01,-8.37153836e-03, 3.33181088e-01, -1.37765415e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.08116, 0.00000000e+00, 0.00000000e+00, 2.00000000e+00,-9.89300000e-02, -2.85710000e-01, 2.70277000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00,-3.79100000e-01,-1.40639000e+00,-3.79100000e-01,  1.41011805e+00, 1.48456600e+00, 1.81215283e+00, 1.73904287e+00,  8.13100000e-03,-2.11556000e-01, 5.59949000e-01, 4.06000000e-04,  5.82000000e-04, 1.72000000e-04,-1.00000000e+00, 1.44080000e-02, -2.06931000e-01, 4.05861000e-01,-1.58500000e-03, 7.44620000e-02,  8.28000000e-04,-9.97222000e-01, 4.53710000e-02,-2.06642000e-01,  2.77597000e-01,-3.79200000e-03, 1.54998000e-01,-2.36500000e-03, -9.87905000e-01,-1.51588181e-01,-8.37153836e-03, 3.33181088e-01, -1.37765415e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.102668, 9.04321051e-01, 0.00000000e+00, 2.00000000e+00,-9.89300000e-02, -2.85710000e-01, 2.70277000e+00, 8.62332438e+00, 0.00000000e+00,  0.00000000e+00,-3.79100000e-01,-1.40639000e+00,-3.79100000e-01,  1.41011805e+00, 1.48456600e+00, 1.81215283e+00, 1.73904287e+00,  8.13300000e-03,-2.11558000e-01, 5.59950000e-01, 4.88000000e-04,  6.61000000e-04, 1.79000000e-04,-1.00000000e+00, 1.44120000e-02, -2.06934000e-01, 4.05860000e-01,-1.58200000e-03, 7.44670000e-02,  8.32000000e-04,-9.97222000e-01, 4.53750000e-02,-2.06643000e-01,  2.77596000e-01,-3.78700000e-03, 1.55007000e-01,-2.35900000e-03, -9.87903000e-01,-1.55106720e-01,-8.48159507e-03, 3.67488201e-01, -1.37904303e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.108074, 9.04321051e-01, 0.00000000e+00, 2.00000000e+00,-9.89300000e-02, -2.85710000e-01, 2.70277000e+00, 8.62332438e+00, 0.00000000e+00,  0.00000000e+00,-3.79100000e-01,-1.40639000e+00,-3.79100000e-01,  1.41011805e+00, 1.48456600e+00, 1.81215283e+00, 1.73904287e+00,  8.13300000e-03,-2.11558000e-01, 5.59950000e-01, 4.88000000e-04,  6.61000000e-04, 1.79000000e-04,-1.00000000e+00, 1.44120000e-02, -2.06934000e-01, 4.05860000e-01,-1.58200000e-03, 7.44670000e-02,  8.32000000e-04,-9.97222000e-01, 4.53750000e-02,-2.06643000e-01,  2.77596000e-01,-3.78700000e-03, 1.55007000e-01,-2.35900000e-03, -9.87903000e-01,-1.55106720e-01,-8.48159507e-03, 3.67488201e-01, -1.37904303e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.145952, 1.00589242e+00, 0.00000000e+00, 2.00000000e+00,-4.72490000e-01, -2.85710000e-01, 2.04904000e+00, 8.62114400e+00, 0.00000000e+00,  0.00000000e+00,-3.79100000e-01,-1.40639000e+00,-3.79100000e-01,  1.41011805e+00, 1.48456600e+00, 1.81215283e+00, 1.73904287e+00,  8.13300000e-03,-2.11558000e-01, 5.59950000e-01, 4.88000000e-04,  6.61000000e-04, 1.79000000e-04,-1.00000000e+00, 1.44120000e-02, -2.06934000e-01, 4.05860000e-01,-1.58200000e-03, 7.44670000e-02,  8.32000000e-04,-9.97222000e-01, 4.53750000e-02,-2.06643000e-01,  2.77596000e-01,-3.78700000e-03, 1.55007000e-01,-2.35900000e-03, -9.87903000e-01,-1.55106720e-01,-8.48159507e-03, 3.67488201e-01, -1.37904303e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.161742, 9.68442448e-01, 0.00000000e+00, 2.00000000e+00,-7.52660000e-01,  2.74630000e-01, 2.60938000e+00, 8.61130110e+00, 0.00000000e+00,  0.00000000e+00,-4.72490000e-01,-1.40639000e+00,-1.92320000e-01,  1.40856670e+00, 1.48486491e+00, 1.81385317e+00, 1.73485130e+00,  8.13700000e-03,-2.11553000e-01, 5.59950000e-01, 2.93000000e-04,  4.81000000e-04, 1.67000000e-04,-1.00000000e+00, 1.44080000e-02, -2.06933000e-01, 4.05859000e-01,-1.57900000e-03, 7.44560000e-02,  8.29000000e-04,-9.97223000e-01, 4.53700000e-02,-2.06643000e-01,  2.77596000e-01,-3.78700000e-03, 1.55001000e-01,-2.36000000e-03, -9.87904000e-01,-1.63712619e-01,-8.60683889e-03, 3.94892450e-01, -1.40395533e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
0.177356, 9.68442448e-01, 0.00000000e+00, 2.00000000e+00,-7.52660000e-01,  2.74630000e-01, 2.60938000e+00, 8.61130110e+00, 0.00000000e+00,  0.00000000e+00,-4.72490000e-01,-1.40639000e+00,-1.92320000e-01,  1.40856670e+00, 1.48486491e+00, 1.81385317e+00, 1.73485130e+00,  8.13800000e-03,-2.11555000e-01, 5.59950000e-01, 3.09000000e-04,  4.89000000e-04, 1.71000000e-04,-1.00000000e+00, 1.44090000e-02, -2.06933000e-01, 4.05860000e-01,-1.58000000e-03, 7.44570000e-02,  8.30000000e-04,-9.97223000e-01, 4.53720000e-02,-2.06640000e-01,  2.77597000e-01,-3.78700000e-03, 1.54999000e-01,-2.36800000e-03, -9.87904000e-01,-1.63712619e-01,-8.60683889e-03, 3.94892450e-01, -1.40395533e-02,-3.49065850e-01, 6.00000000e-03,-3.49065850e-01,  6.00000000e-03, 0.00000000e+00, 0.00000000e+00, 0.00000000e+00,  0.00000000e+00
